licensetype,licensename,name_frim,license_validity,constitution_particulars,mfg_districtname,mfg_mandalname,mfg_villagename,licensetype_Sales License,licensetype_nan,licensename_Restricted (Gen.Store),licensename_Retail Sale,licensename_Schedule X Drugs License (Retail),licensename_Whole Sale,licensename_Whole Sale & Retail,licensename_nan,constitution_particulars_Limited Company,constitution_particulars_Others,constitution_particulars_Partnership,constitution_particulars_Private Ltd Company,constitution_particulars_Proprietary,constitution_particulars_Society,constitution_particulars_nan,mfg_districtname_encoded
Sales License,Retail Sale,Union Medica lAnd General Stores,31/12/2022,Partnership,MEDCHAL - MALKAJGIRI,Alwal,Lothukunta,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,16.0
Sales License,Retail Sale,SRI VEERABHADRA MEDICAL AND GENERAL STORES,24/01/2023,Partnership,KAMAREDDY,Bhiknoor,Bhiknoor,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,8.0
Sales License,Retail Sale,SRASTA MEDICAL AND GENERAL STORES,02/01/2023,Partnership,NIZAMABAD,Bodhan,Kaldurthi,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,20.0
Sales License,Retail Sale,MAHESH MEDICAL AND GENERAL STORES,25/12/2022,Partnership,KAMAREDDY,Ramareddy,Ramareddy,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,8.0
Sales License,Retail Sale,CRESCENT MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,HYDERABAD,Charminar,Chanchalguda,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,BHAGYA LAXMI  MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,HYDERABAD,Vengalrao Nagar,Rahmat Nagar,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Whole Sale,LAKSHMINARAYAN PHARMA GODOWN,31/12/2022,Proprietary,HYDERABAD,Koti,Inder Bagh,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,PRADHANA MANTRI BHARATIYA JANAUSHADI KENDRA,15/01/2023,Partnership,MAHABUBNAGAR,Narayanpet,Naraynpet,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,13.0
Sales License,Retail Sale,DHEERAJ MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,HYDERABAD,Khairatabad,Khairatabad,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,SRI BALAJI MEDICALS,14/02/2027,Partnership,MEDCHAL - MALKAJGIRI,Kukatpally,Kukatpally,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,16.0
Sales License,Retail Sale,PRABHU MEDICAL AND GENERAL STORES,30/12/2022,Proprietary,KAMAREDDY,Pitlam,Pitlam,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,8.0
Sales License,Retail Sale,BALAVASAVI MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,KAMAREDDY,Kamareddy,Kamareddy ( U ),True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,8.0
Sales License,Retail Sale,MASTER PHARMACY,04/01/2023,Proprietary,RANGA REDDY,Hayathnagar,Khalsa Hayathnagar,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,23.0
Sales License,Retail Sale,SRI LAKSHMI MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,MEDCHAL - MALKAJGIRI,Uppal,Nacharam,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,16.0
Sales License,Retail Sale,SRI SAI RAM MEDICAL AND GENARAL STORES,31/12/2022,Proprietary,NALGONDA,Chinthapally,Godakandla,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,18.0
Sales License,Retail Sale,SRI BALAJI MEDICAL AND FANCY GENERAL STORES,03/12/2022,Partnership,KHAMMAM,Bonakal,Bonakal,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,10.0
Sales License,Retail Sale,BABU MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,KHAMMAM,Kalluru,Kalluru,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,10.0
Sales License,Retail Sale,LUMBINI MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,KHAMMAM,Khammam (Urban),Khammam,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,10.0
Sales License,Retail Sale,SAI MEDICAL HALL,31/12/2022,Proprietary,PEDDAPALLI,Peddapalli,Peddapalle(CT),True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,21.0
Sales License,Retail Sale,AL SHIFA MEDICAL AND GENERAL STORES,31/12/2022,Partnership,HYDERABAD,Vengalrao Nagar,Erragadda,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3.0
Sales License,Retail Sale,VASAVI MEDICAL  AND GENERAL STORES,31/12/2022,Proprietary,NAGARKURNOOL,Bijinapally,PALEM,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,17.0
Sales License,Retail Sale,SIDDESHWAR MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,MAHABUBNAGAR,Kosgi,Kosgi,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,13.0
Sales License,Retail Sale,MADHAVI MEDICAL STORES,31/12/2022,Proprietary,KHAMMAM,Yerrupalem,Banigellapadu,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,10.0
Sales License,Retail Sale,OM KIRTHI MEDICAL AND GENERAL STORES,31/12/2022,Partnership,HYDERABAD,Mehdipatnam,Vijaynagar Colony,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3.0
Sales License,Whole Sale,R.K. PHARMA ENTERPRICES,31/12/2022,Proprietary,WARANGAL,Warangal,Mattewada,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,29.0
Sales License,Retail Sale,MAHESH MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,SANGAREDDY,Sadasivpet,Sadasivpet (M + OG),True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,24.0
Sales License,Retail Sale,G. SHANKAR MEDICAL STORES,31/12/2022,Proprietary,RAJANNA(SIRISILLA),Vemulawada,Vemulawada,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,22.0
Sales License,Retail Sale,PRISMA MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,MEDCHAL - MALKAJGIRI,Balanagar,Oldbowenpally,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,16.0
Sales License,Retail Sale,NEHA MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,MEDCHAL - MALKAJGIRI,Quthbullapur,Jeedimetla,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,16.0
Sales License,Retail Sale,MEENAKSHI MEDICAL AND GENERAL STORES,31/12/2022,Partnership,JAGITHYAL,Metpalli,Metpalli,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,4.0
Sales License,Retail Sale,BHANU MEDICALS,31/12/2022,Proprietary,NALGONDA,Nalgonda,Nalgonda,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,18.0
Sales License,Retail Sale,Sri Laxmi Mdical and General Stores,31/12/2022,Proprietary,HANUMAKONDA,Hanamkonda,Hanamkonda,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2.0
Sales License,Retail Sale,S.V MEDICAL AGENCIES,31/12/2022,Proprietary,SURYAPET,Huzurnagar,Huzurnagar,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,26.0
Sales License,Retail Sale,Sri Balaji Medical  General Stores,31/12/2022,Proprietary,HANUMAKONDA,Hanamkonda,Hanamkonda,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2.0
Sales License,Retail Sale,SANDEEP MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,KARIMNAGAR,Choppadandi,Choppadandi,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,9.0
Sales License,Retail Sale,SRI SRINIVASA MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,HYDERABAD,Vengalrao Nagar,Sri Krishna Nagar,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,SRINIVASA MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,MEDCHAL - MALKAJGIRI,Uppal,Nacharam,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,16.0
Sales License,Retail Sale,ANNAPURNA MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,HYDERABAD,Secunderabad,Chilkalguda,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,SRI NAGARJUNA MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,HYDERABAD,Marredpally,Begumpet,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,SRI TULASI MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,YADADRI BHUVANAGIRI,Choutuppal,Choutuppal,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,30.0
Sales License,Whole Sale,PANACEA BIOTEC LIMITED,31/12/2022,Private Ltd Company,HYDERABAD,Ameerpet,Somajiguda,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3.0
Sales License,Whole Sale,GANGA PHARMA DISTRIBUTORS,31/12/2022,Proprietary,HYDERABAD,Koti,Inder Bagh,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,VENKATESHWARA MEDICAL AND GENERAL STORES,05/01/2023,Partnership,RAJANNA(SIRISILLA),Vemulawada,Nampalli,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,22.0
Sales License,Retail Sale,MARUTHI MEDICAL AND GENERAL STORES,15/01/2023,Partnership,BHADRADRI,Tekulapalli,Bodu,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1.0
Sales License,Retail Sale,ABHINAY MEDICAL AND GENERAL STORES,03/01/2023,Proprietary,NIZAMABAD,Nizamabad North,Kanteshwar,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,20.0
Sales License,Whole Sale & Retail,LEENA MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,ADILABAD,Indravelly,Indervelly (B),True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0
Sales License,Retail Sale,BALAJI MEDICAL HALL,04/01/2023,Proprietary,HYDERABAD,Amberpet, Moosarambagh,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,MAHESHWARA MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,ADILABAD,Ichoda,Ichoda,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0
Sales License,Retail Sale,VENKATA SAI AGENCIES HYD PRIVATE LIMITED,09/01/2023,Private Ltd Company,HYDERABAD,Khairatabad,Himayathnagar,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3.0
Sales License,Whole Sale,SRI VAISHNAVI MEDICAL AGENCIES,22/06/2026,Proprietary,NIZAMABAD,Nizamabad South ,Nizamabad,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,20.0
Sales License,Retail Sale,SRI LAXMINARAYANA MEDICAL AND GENERAL STORES,06/01/2023,Partnership,SANGAREDDY,Ramchandrapuram,Ramachandrapuram,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,24.0
Sales License,Retail Sale,NEW TEJA PHARMACY,15/01/2023,Proprietary,HANUMAKONDA,Hanamkonda,Hanamkonda,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2.0
Sales License,Retail Sale,VARSHINI MEDICAL AND GENERAL STORES,22/01/2023,Partnership,JAGITHYAL,Gollapalli,Raghavapatnam,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,4.0
Sales License,Whole Sale,M/S SHAH DISTRIBUTORS,16/01/2023,Proprietary,SIDDIPET,Siddipet (Urban),Siddipet (M + OG),True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,25.0
Sales License,Retail Sale,SAI SRINIVASA PHARMACY,18/01/2023,Proprietary,SURYAPET,Kodad,Kodad,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,26.0
Sales License,Retail Sale,SRI SAI RAM MEDICAL AND GENERAL STORES,21/10/2022,Proprietary,JAYASHANKAR,Mahadevpur,Suraram,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,6.0
Sales License,Retail Sale,MEDICITY MEDICAL AND GENERAL STORES,21/01/2023,Partnership,NIZAMABAD,Dichpally,Nadepalle,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,20.0
Sales License,Retail Sale,C. RAJ MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,NIZAMABAD,Mendora,Sonpet & Pochampad,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,20.0
Sales License,Whole Sale,RENUKA PHARMA DISTRIBUTORS,17/01/2023,Proprietary,WARANGAL,Warangal,Ramannapet,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,29.0
Sales License,Whole Sale,HYDERABAD INSTITUTE OF NEURO SCIENCES PRIVATE LIMITED CENTRAL STORE,24/01/2023,Private Ltd Company,HYDERABAD,Ameerpet,Banjara Hills,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3.0
Sales License,Retail Sale,THIRUMALA PHARMACY,28/01/2023,Proprietary,SIDDIPET,Siddipet (Urban),Siddipet (M + OG),True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,25.0
Sales License,Retail Sale,akshitha medical and general stores,04/01/2023,Proprietary,MEDCHAL - MALKAJGIRI,Uppal,Nagole,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,16.0
Sales License,Retail Sale,SHOURYA MEDICALS,10/01/2023,Partnership,MEDCHAL - MALKAJGIRI,Bachupally,Nizampet,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,16.0
Sales License,Retail Sale,KHIDMAT E KHALQ PHARMACY ISLAMIC SOCIAL SERVICE SOCIETY,31/12/2022,Proprietary,HYDERABAD,Gowliguda,Gowliguda,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,HEENA MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,JOGULAMBA - GADWAL,Ieeja,VENKATAPUR,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,7.0
Sales License,Whole Sale,CAPIC LABORATORIES P.LTD,31/12/2022,Private Ltd Company,MEDCHAL - MALKAJGIRI,Uppal,Uppal Khalsa,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,16.0
Sales License,Whole Sale,UTTAM ENTERPRISES,31/12/2022,Proprietary,HYDERABAD,Koti,Inder Bagh,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,KEERTHANA MEDICAL AND GENERAL STORES,03/01/2027,Partnership,NIZAMABAD,Renjal,Boregaon,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,20.0
Sales License,Retail Sale,SRI SAI MEDICAL HALL,16/11/2022,Partnership,PEDDAPALLI,Ramagundam,Jangoan,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,21.0
Sales License,Retail Sale,JATHIN PHARMACY,08/01/2023,Partnership,MEDCHAL - MALKAJGIRI,Uppal,Uppal Bagayath,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,16.0
Sales License,Whole Sale,HARI MEDICAL AGENCIES,31/12/2022,Partnership,HYDERABAD,Koti,Inder Bagh,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3.0
Sales License,Retail Sale,SURYA MEDICAL FANCY AND GENERAL STORES,19/12/2022,Partnership,BHADRADRI,Yellandu,Chellasamudram,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1.0
Sales License,Retail Sale,SREENIVASA MEDICAL AND GENERAL STORES,03/12/2022,Partnership,KHAMMAM,Kusumanchi,Kusumanchi,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,10.0
Sales License,Retail Sale,SAI MEDICAL AND GENERAL STORES,31/12/2022,Partnership,KHAMMAM,Thallada,Annarugudem,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,10.0
Sales License,Retail Sale,PANCHAMUKHI MEDICAL AND GENERAL STORES,28/12/2022,Partnership,NAGARKURNOOL,Bijinapally,VATTEM,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,17.0
Sales License,Whole Sale,Vaishnavi Pharma Distributors,08/01/2023,Proprietary,MEDCHAL - MALKAJGIRI,Quthbullapur,Quthbullapur,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,16.0
Sales License,Retail Sale,SRILAKSHMI PRIYA MEDICAL AND GENERAL STORES,07/01/2023,Proprietary,HYDERABAD,Vengalrao Nagar,Yousufguda,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,SRI SRINIVASA MEDICAL AND GENERAL STORES,31/12/2022,Partnership,MEDCHAL - MALKAJGIRI,Alwal,Alwal,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,16.0
Sales License,Retail Sale,VASAVI MEDICAL HALL,31/12/2022,Proprietary,MAHABUBNAGAR,Mahabuanagar (U),Mahbubnagar  (M +OG),True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,13.0
Sales License,Retail Sale,BALAJI MEDICAL AND GENEARAL STORES,29/12/2022,Partnership,NAGARKURNOOL,Kalwakurthy,Kalwakurthy,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,17.0
Sales License,Retail Sale,SRI BALAJI MEDICAL AND GENERAL STORES,09/01/2023,Partnership,MEDCHAL - MALKAJGIRI,Kapra,Jawaharnagar,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,16.0
Sales License,Retail Sale,LAXMI MEDICAL AND GENERAL STORES,09/01/2023,Partnership,NIZAMABAD,Bodhan,Penta Khurd,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,20.0
Sales License,Retail Sale,DECCAN MEDICAL HALL,31/12/2022,Proprietary,HYDERABAD,Gowliguda,Saidabad,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Whole Sale,CRYSTAL AGENCIES,04/01/2023,Partnership,RANGA REDDY,Hayathnagar,Bagh Hayathnagar,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,23.0
Sales License,Retail Sale,BALAJI MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,HYDERABAD,Marredpally,East Marredpally,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Restricted (Gen.Store),MURALI AGENCIES,31/12/2022,Proprietary,WARANGAL,Warangal,Mattewada,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,29.0
Sales License,Retail Sale,SRINIVASA PADMAVATHI MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,RANGA REDDY,Shankarpalle,Shankarpalle,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,23.0
Sales License,Whole Sale,SUBRAHMANYAM MEDICAL AGENCIES,31/12/2022,Proprietary,KHAMMAM,Sathupalli,Sathupally,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,10.0
Sales License,Retail Sale,SRI SHIRIDI SAI MEDICALS,31/12/2022,Proprietary,KHAMMAM,Konijerla,Konijerla,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,10.0
Sales License,Whole Sale & Retail,PASUPATHI MEDICAL HALL,31/12/2022,Partnership,HYDERABAD,Khairatabad,Ashok Nagar,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,3.0
Sales License,Whole Sale & Retail,VISHWAM MEDICALS WHOLESALE AND RETAIL,31/12/2022,Proprietary,JAGITHYAL,Korutla,Korutla,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,4.0
Sales License,Retail Sale,HARIKA MEDICAL AND GENERAL STORES,31/12/2022,Partnership,RANGA REDDY,Serilingampally,Chandanagar,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,23.0
Sales License,Retail Sale,GAYATHRI MEDICAL AND GENERAL STORES,29/12/2022,Partnership,SANGAREDDY,Patancheru,Isnapur,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,24.0
Sales License,Retail Sale,M/s. SREELATHA DANDU FRANCHISEE OF MEDPLUS.,04/01/2023,Proprietary,RANGA REDDY,Gandipet,Narsingi,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,23.0
Sales License,Retail Sale,SHIVA SAI MEDICAL AND GENERAL STORES,02/01/2023,Partnership,RAJANNA(SIRISILLA),Yellareddipet,Thimmapur,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,22.0
Sales License,Retail Sale,SIDDIQUE MEDICAL HALL,31/12/2022,Proprietary,NIRMAL,Bhainsa ,Bhainsa (M),True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,19.0
Sales License,Retail Sale,SRI LAKSHMI MEDICAL AND GENERAL STORES,31/12/2022,Partnership,HYDERABAD,Marredpally,Karkhana,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3.0
Sales License,Retail Sale,NARSINGI MEDICAL AND GENERAL STORES,31/12/2022,Partnership,MEDAK ,Narsingi,Narsingi,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,15.0
Sales License,Retail Sale,MARUTHI MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,HYDERABAD,Marredpally,East Marredpally,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,GAYATRI MEDICAL AND GENERAL STORES,26/05/2026,Proprietary,BHADRADRI,Kothagudem ,Kothagudem,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.0
Sales License,Whole Sale,BANAFAR PHARMA,31/12/2022,Partnership,HYDERABAD,Ameerpet,Banjara Hills,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3.0
Sales License,Retail Sale,SRI SAI MEDICAL AND GENERAL STORES,30/12/2022,Partnership,HYDERABAD,Marredpally,Begumpet,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3.0
Sales License,Retail Sale,M/s Sri Sai Ram Medical and General Stores,31/12/2022,Proprietary,MAHABUBABAD,Nellikudur,Chinnamupparam,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,12.0
Sales License,Retail Sale,M/s NATRAJ MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,MAHABUBABAD,Mahabubabad,Mahabubabad,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,12.0
Sales License,Retail Sale,SRI SAINATH MEDICAL AND GENERAL STORES,31/12/2022,Partnership,HYDERABAD,Chikkadpally,Adikmet,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3.0
Sales License,Retail Sale,SRI SAI CHINTU MEDICAL AND GENERAL STORES,31/12/2022,Proprietary,MEDCHAL - MALKAJGIRI,Quthbullapur,Quthbullapur,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,16.0
Sales License,Whole Sale,PROKURE LIFE SCIENCES PRIVATE LIMITED,16/11/2022,Private Ltd Company,HYDERABAD,Abids,Tilak Road,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3.0
Sales License,Retail Sale,SRI LAXMI NARASIMHA SWAMY MEDICAL AND GENERAL STORES,08/01/2023,Partnership,JOGULAMBA - GADWAL,Dharoor,Dharur,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,7.0
Sales License,Retail Sale,JAI HANUMAN MEDICAL AND GENERAL STORES,05/11/2022,Partnership,MAHABUBNAGAR,Maganoor,Kothapalle,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,13.0
Sales License,Whole Sale,BHEEM SURGI TECH,11/01/2023,Proprietary,HYDERABAD,Abids,Abids,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3.0
Sales License,Retail Sale,PAVAN MEDICAL AND GENERAL STORES,08/01/2023,Partnership,RANGA REDDY,Gandipet,Manikonda Jagir,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,23.0
Sales License,Retail Sale,VINAYAKA MEDICAL AND GENERAL STORES,02/01/2023,Proprietary,KARIMNAGAR,Chigurumamidi,Chigurumamidi,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,9.0
Sales License,Retail Sale,SRI VANI MEDICAL AND GENERAL STORES,05/01/2023,Partnership,MANCHERIAL,Naspur,Teegalpahad,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,14.0
Sales License,Whole Sale,AARNA ENTEPRISES,10/01/2023,Proprietary,HYDERABAD,Amberpet,Shivam Road,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3.0
Sales License,Whole Sale & Retail,DHANANJAY MEDICAL AND GENERAL STORES,04/01/2023,Partnership,NIRMAL,Bhainsa ,Bhainsa (M),True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,19.0
Sales License,Retail Sale,APOLLO HOSPITALS ENTERPRISE LTD UNIT APOLLO PHARMACY,24/01/2023,Limited Company,NALGONDA,Anumula (Haliya),Anumula,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,18.0
Sales License,Retail Sale,ASHWINI MEDICAL STORES,04/01/2023,Partnership,KARIMNAGAR,Ganneruvaram,Ganneruvaram,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,9.0
Sales License,Retail Sale,NEW JANATHA MEDICAL AND GENERAL STORES,15/01/2023,Partnership,BHADRADRI,Palvoncha,Palvancha,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1.0
Sales License,Retail Sale,SRI VENKATA GURU RAGHAVENDRA MEDICAL AND GENEARAL STORES,11/11/2022,Partnership,MAHABUBNAGAR,Jadcherla,Jadcherla,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,13.0
Sales License,Whole Sale,JYOTI AGENCIES,08/02/2027,Proprietary,HYDERABAD,Khairatabad,Himayathnagar,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3.0
Sales License,Whole Sale,RAAMA PHARMACEUTICAL DISTRIBUTORS,09/01/2023,Proprietary,MANCHERIAL,Mancherial,Mancherial,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,14.0
Sales License,Retail Sale,NANDEESHWARA MEDICAL AND GENERAL STORES,09/01/2023,Partnership,MANCHERIAL,Bellampally,Bellampalle,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,14.0
Sales License,Retail Sale,SRI LAXMI NARASIMHA MEDICAL AND GENERAL STORES,11/01/2023,Partnership,NIZAMABAD,Sirikonda,Ravutla,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,20.0
Sales License,Whole Sale,S.S. MEDICAL AND GENERAL STORES  /GODOWN/,09/01/2023,Proprietary,JAYASHANKAR,Tadvai,Medaram (D),True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,6.0
Sales License,Whole Sale,KMS DISTRIBUTORS,24/01/2023,Partnership,RANGA REDDY,Gandipet,Puppalguda,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,23.0
Sales License,Whole Sale,GAYATRI MEDICALS,18/01/2023,Proprietary,MEDCHAL - MALKAJGIRI,Keesara,Nagaram,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,16.0
Sales License,Retail Sale,AMOOOLYA MEDICAL HALL,24/01/2023,Proprietary,WANAPARTHY,Wanaparthy,WANAPARTHY,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,28.0
Sales License,Whole Sale & Retail,NARASIMHA MEDICAL AND GENERAL STORES,10/01/2023,Partnership,KARIMNAGAR,Jammikunta,Jammikunta,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,9.0
Sales License,Whole Sale,ENDOLAP TECHNIKS,23/01/2023,Partnership,HYDERABAD,Khairatabad,Himayathnagar,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3.0
Sales License,Retail Sale,SAI VINAYAKA MEDICAL AND GENERAL STORES,18/01/2023,Partnership,NALGONDA,Kanagal,Kanagal,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,18.0
